;Audio;TIPO;Group_x;ID_leaf_x;PlaylistID;Tratamiento_significado;parentesco;asociacion;riesgo
1196;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1197;7;R*;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1198;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1199;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1200;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1201;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1202;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1203;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1204;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1205;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1206;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1207;7;}R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1208;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1209;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1210;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1211;7;E;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1212;7;E;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1213;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1214;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1215;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1216;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1217;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1218;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1219;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1220;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1221;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1222;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1223;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1224;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1225;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1226;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1227;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1228;7;R*;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1229;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1230;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1231;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1232;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1233;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1234;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1235;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1236;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1237;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1238;7;R;9;982091068557919;Gr9_7919_1;NP-NOAS_I;NP;NOAS;I
1239;7;R*;9;982091068557919;Gr9_7919_1;SIL_2;SIL_2;SIL_2;
1240;7;E;9;982091068557919;Gr9_7919_1;SIL_2;SIL_2;SIL_2;
1241;7;E;9;982091068557919;Gr9_7919_1;SIL_2;SIL_2;SIL_2;
1242;7;E;9;982091068557919;Gr9_7919_1;SIL_2;SIL_2;SIL_2;
1243;7;E;9;982091068557919;Gr9_7919_1;SIL_2;SIL_2;SIL_2;
1244;7;E;9;982091068557919;Gr9_7919_1;SIL_2;SIL_2;SIL_2;
1245;7;E;9;982091068557919;Gr9_7919_1;SIL_2;SIL_2;SIL_2;
1246;7;E;9;982091068557919;Gr9_7919_1;P-NOAS_D;P;NOAS;D
1247;7;R;9;982091068557919;Gr9_7919_1;P-NOAS_D;P;NOAS;D
1248;7;E;9;982091068557919;Gr9_7919_1;P-NOAS_D;P;NOAS;D
1249;7;E;9;982091068557919;Gr9_7919_1;P-NOAS_D;P;NOAS;D
1250;7;E;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1251;7;E;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1252;7;E;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1253;7;E;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1254;7;E;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1255;7;E;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1256;7;E;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1257;7;E;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1258;7;E;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1259;7;R;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1260;7;E;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1261;7;E;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1262;7;O;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1263;7;R*;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1264;7;TRAN2;9;982091068557919;Gr9_7919_1;SIL_4;SIL_4;SIL_4;
1265;7;E;9;982091068557919;Gr9_7919_1;SIL_4;SIL_4;SIL_4;
1266;7;E;9;982091068557919;Gr9_7919_1;;;;
1267;7;;9;982091068557919;Gr9_7919_1;;;;
1268;7;E;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1269;7;E;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1270;7;E;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1271;7;R;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1272;7;E;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1273;7;R;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1274;7;E*;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1275;7;R;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1276;7;R*;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1277;7;R;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1278;7;R;9;982091068557919;Gr9_7919_1;P-NOAS_I;P;NOAS;I
1279;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1280;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1281;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1282;7;R*;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1283;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1284;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1285;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1286;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1287;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1288;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1289;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1290;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1291;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1292;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1293;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1294;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1295;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1296;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1297;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1298;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1299;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1300;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1301;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1302;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1303;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1304;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1305;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1306;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1307;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1308;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1309;7;R;9;982091068557919;Gr9_7919_1;P-A_D;P;A;D
1310;7;E;9;982091068557919;Gr9_7919_1;SIL_6;SIL_6;SIL_6;
1311;7;E;9;982091068557919;Gr9_7919_1;SIL_6;SIL_6;SIL_6;
1312;7;R;9;982091068557919;Gr9_7919_1;SIL_6;SIL_6;SIL_6;
1313;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1314;7;;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1315;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1316;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1317;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1318;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1319;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1320;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1321;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1322;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1323;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1324;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1325;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1326;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1327;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1328;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1329;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1330;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1331;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1332;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1333;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1334;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1335;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1336;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1337;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1338;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1339;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1340;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1341;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1342;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1343;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1344;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1345;7;R;9;982091068557919;Gr9_7919_1;P-A_I;P;A;I
1346;7;END;9;982091068557919;Gr9_7919_1;P-NOAS_D;P;NOAS;D
1347;8;;13;982126051278540;Gr13_8540_1;;;;
1348;9;;13;982126051278521;Gr13_8521_1;;;;
1349;10;;13;982091068034134;Gr13_4134;;;;
1350;11;;13;982126057846218;Gr13_6218;;;;
1351;12;;13;982126057845054;Gr13_5054;;;;
1352;13;;7;982126051278504;Gr7_8504_1;;;;
1353;14;;7;982126057845141;Gr7_5141_1;;;;
1354;15;;7;982126057845097;Gr7_5097_1;;;;
1355;16;;7;982126057845081;Gr7_5081_1;;;;
1356;17;START;7;982126057845113;Gr7_5113_1;;;;
1357;17;O;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1358;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1359;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1360;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1361;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1362;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1363;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1364;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1365;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1366;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1367;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1368;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1369;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1370;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1371;17;O;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1372;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1373;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1374;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1375;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1376;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1377;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1378;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1379;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1380;17;R*;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1381;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1382;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1383;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1384;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1385;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1386;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1387;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1388;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1389;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1390;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1391;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1392;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1393;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1394;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1395;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1396;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1397;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1398;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1399;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1400;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1401;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1402;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1403;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1404;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1405;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1406;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1407;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1408;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1409;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS;NP;NOAS;
1410;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1411;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1412;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1413;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1414;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1415;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1416;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1417;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1418;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1419;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1420;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1421;17;O;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1422;17;O;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1423;17;O;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1424;17;O;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1425;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1426;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1427;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1428;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1429;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1430;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1431;17;R;7;982126057845113;Gr7_5113_1;NP-A;NP;A;
1432;17;R;7;982126057845113;Gr7_5113_1;P-A;P;A;
1433;17;R;7;982126057845113;Gr7_5113_1;P-A;P;A;
1434;17;E;7;982126057845113;Gr7_5113_1;P-A;P;A;
1435;17;R;7;982126057845113;Gr7_5113_1;P-A;P;A;
1436;17;R*;7;982126057845113;Gr7_5113_1;P-A;P;A;
1437;17;R;7;982126057845113;Gr7_5113_1;P-A;P;A;
1438;17;R;7;982126057845113;Gr7_5113_1;P-A;P;A;
1439;17;R;7;982126057845113;Gr7_5113_1;P-A;P;A;
1440;17;R;7;982126057845113;Gr7_5113_1;P-A;P;A;
1441;17;R;7;982126057845113;Gr7_5113_1;P-A;P;A;
1442;17;R;7;982126057845113;Gr7_5113_1;P-A;P;A;
1443;17;R;7;982126057845113;Gr7_5113_1;P-A;P;A;
1444;17;R;7;982126057845113;Gr7_5113_1;P-A;P;A;
1445;17;R;7;982126057845113;Gr7_5113_1;P-A;P;A;
1446;17;R;7;982126057845113;Gr7_5113_1;P-A;P;A;
1447;17;R;7;982126057845113;Gr7_5113_1;P-A;P;A;
1448;17;TRAN1;7;982126057845113;Gr7_5113_1;SIL;SIL;SIL;
1449;17;R;7;982126057845113;Gr7_5113_1;P-A_D;P;A;D
1450;17;R;7;982126057845113;Gr7_5113_1;P-A_D;P;A;D
1451;17;R;7;982126057845113;Gr7_5113_1;P-A_D;P;A;D
1452;17;R;7;982126057845113;Gr7_5113_1;P-A_D;P;A;D
1453;17;R;7;982126057845113;Gr7_5113_1;P-A_D;P;A;D
1454;17;R;7;982126057845113;Gr7_5113_1;P-A_D;P;A;D
1455;17;R;7;982126057845113;Gr7_5113_1;P-A_D;P;A;D
1456;17;R*;7;982126057845113;Gr7_5113_1;P-A_D;P;A;D
1457;17;R;7;982126057845113;Gr7_5113_1;P-A_D;P;A;D
1458;17;R;7;982126057845113;Gr7_5113_1;P-A_D;P;A;D
1459;17;R;7;982126057845113;Gr7_5113_1;P-A_D;P;A;D
1460;17;R;7;982126057845113;Gr7_5113_1;P-A_D;P;A;D
1461;17;R;7;982126057845113;Gr7_5113_1;P-A_D;P;A;D
1462;17;E;7;982126057845113;Gr7_5113_1;P-A_D;P;A;D
1463;17;R;7;982126057845113;Gr7_5113_1;P-A_D;P;A;D
1464;17;R;7;982126057845113;Gr7_5113_1;P-A_D;P;A;D
1465;17;R;7;982126057845113;Gr7_5113_1;P-A_D;P;A;D
1466;17;R;7;982126057845113;Gr7_5113_1;P-A_D;P;A;D
1467;17;R;7;982126057845113;Gr7_5113_1;P-A_D;P;A;D
1468;17;R;7;982126057845113;Gr7_5113_1;P-A_D;P;A;D
1469;17;R;7;982126057845113;Gr7_5113_1;P-A_D;P;A;D
1470;17;R;7;982126057845113;Gr7_5113_1;P-A_D;P;A;D
1471;17;R;7;982126057845113;Gr7_5113_1;P-A_D;P;A;D
1472;17;R;7;982126057845113;Gr7_5113_1;NP-A_D;NP;A;D
1473;17;R*;7;982126057845113;Gr7_5113_1;NP-A_D;NP;A;D
1474;17;E*;7;982126057845113;Gr7_5113_1;NP-A_D;NP;A;D
1475;17;R*;7;982126057845113;Gr7_5113_1;NP-A_D;NP;A;D
1476;17;R;7;982126057845113;Gr7_5113_1;NP-A_D;NP;A;D
1477;17;R;7;982126057845113;Gr7_5113_1;NP-A_D;NP;A;D
1478;17;R;7;982126057845113;Gr7_5113_1;NP-A_D;NP;A;D
1479;17;R;7;982126057845113;Gr7_5113_1;NP-A_D;NP;A;D
1480;17;R;7;982126057845113;Gr7_5113_1;NP-A_D;NP;A;D
1481;17;R;7;982126057845113;Gr7_5113_1;NP-A_D;NP;A;D
1482;17;R;7;982126057845113;Gr7_5113_1;NP-A_D;NP;A;D
1483;17;R;7;982126057845113;Gr7_5113_1;NP-A_D;NP;A;D
1484;17;R;7;982126057845113;Gr7_5113_1;NP-A_D;NP;A;D
1485;17;R;7;982126057845113;Gr7_5113_1;NP-A_D;NP;A;D
1486;17;R;7;982126057845113;Gr7_5113_1;NP-A_D;NP;A;D
1487;17;R*;7;982126057845113;Gr7_5113_1;NP-A_D;NP;A;D
1488;17;O;7;982126057845113;Gr7_5113_1;NP-A_D;NP;A;D
1489;17;R;7;982126057845113;Gr7_5113_1;NP-A_D;NP;A;D
1490;17;R;7;982126057845113;Gr7_5113_1;NP-A_D;NP;A;D
1491;17;R;7;982126057845113;Gr7_5113_1;NP-A_I;NP;A;I
1492;17;R;7;982126057845113;Gr7_5113_1;NP-A_I;NP;A;I
1493;17;R;7;982126057845113;Gr7_5113_1;NP-A_I;NP;A;I
1494;17;R;7;982126057845113;Gr7_5113_1;NP-A_I;NP;A;I
1495;17;R;7;982126057845113;Gr7_5113_1;NP-A_I;NP;A;I
1496;17;R;7;982126057845113;Gr7_5113_1;NP-A_I;NP;A;I
1497;17;R;7;982126057845113;Gr7_5113_1;NP-A_I;NP;A;I
1498;17;R;7;982126057845113;Gr7_5113_1;NP-A_I;NP;A;I
1499;17;R;7;982126057845113;Gr7_5113_1;NP-A_I;NP;A;I
1500;17;R;7;982126057845113;Gr7_5113_1;NP-A_I;NP;A;I
1501;17;R;7;982126057845113;Gr7_5113_1;NP-A_I;NP;A;I
1502;17;R;7;982126057845113;Gr7_5113_1;NP-A_I;NP;A;I
1503;17;R;7;982126057845113;Gr7_5113_1;NP-A_I;NP;A;I
1504;17;R;7;982126057845113;Gr7_5113_1;NP-A_I;NP;A;I
1505;17;R;7;982126057845113;Gr7_5113_1;NP-A_I;NP;A;I
1506;17;R;7;982126057845113;Gr7_5113_1;NP-A_I;NP;A;I
1507;17;R;7;982126057845113;Gr7_5113_1;NP-A_I;NP;A;I
1508;17;R;7;982126057845113;Gr7_5113_1;NP-A_I;NP;A;I
1509;17;R;7;982126057845113;Gr7_5113_1;NP-A_I;NP;A;I
1510;17;R;7;982126057845113;Gr7_5113_1;NP-A_I;NP;A;I
1511;17;R;7;982126057845113;Gr7_5113_1;NP-A_I;NP;A;I
1512;17;r;7;982126057845113;Gr7_5113_1;NP-A_I;NP;A;I
1513;17;R;7;982126057845113;Gr7_5113_1;NP-A_I;NP;A;I
1514;17;R;7;982126057845113;Gr7_5113_1;NP-A_I;NP;A;I
1515;17;R;7;982126057845113;Gr7_5113_1;P-A_I;P;A;I
1516;17;R;7;982126057845113;Gr7_5113_1;P-A_I;P;A;I
1517;17;R*;7;982126057845113;Gr7_5113_1;P-A_I;P;A;I
1518;17;R*;7;982126057845113;Gr7_5113_1;P-A_I;P;A;I
1519;17;R;7;982126057845113;Gr7_5113_1;P-A_I;P;A;I
1520;17;R;7;982126057845113;Gr7_5113_1;P-A_I;P;A;I
1521;17;R;7;982126057845113;Gr7_5113_1;P-A_I;P;A;I
1522;17;R;7;982126057845113;Gr7_5113_1;P-A_I;P;A;I
1523;17;R;7;982126057845113;Gr7_5113_1;P-A_I;P;A;I
1524;17;R;7;982126057845113;Gr7_5113_1;P-A_I;P;A;I
1525;17;R*;7;982126057845113;Gr7_5113_1;P-A_I;P;A;I
1526;17;R;7;982126057845113;Gr7_5113_1;P-A_I;P;A;I
1527;17;R;7;982126057845113;Gr7_5113_1;P-A_I;P;A;I
1528;17;R;7;982126057845113;Gr7_5113_1;P-A_I;P;A;I
1529;17;R;7;982126057845113;Gr7_5113_1;P-A_I;P;A;I
1530;17;R;7;982126057845113;Gr7_5113_1;P-A_I;P;A;I
1531;17;R;7;982126057845113;Gr7_5113_1;P-A_I;P;A;I
1532;17;R;7;982126057845113;Gr7_5113_1;P-A_I;P;A;I
1533;17;R;7;982126057845113;Gr7_5113_1;P-A_I;P;A;I
1534;17;TRAN2;7;982126057845113;Gr7_5113_1;SIL_4;SIL_4;SIL_4;
1535;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS_D;NP;NOAS;D
1536;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS_D;NP;NOAS;D
1537;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS_D;NP;NOAS;D
1538;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS_D;NP;NOAS;D
1539;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS_D;NP;NOAS;D
1540;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS_D;NP;NOAS;D
1541;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS_D;NP;NOAS;D
1542;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS_D;NP;NOAS;D
1543;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS_D;NP;NOAS;D
1544;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS_D;NP;NOAS;D
1545;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS_D;NP;NOAS;D
1546;17;R*;7;982126057845113;Gr7_5113_1;NP-NOAS_D;NP;NOAS;D
1547;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS_D;NP;NOAS;D
1548;17;R;7;982126057845113;Gr7_5113_1;NP-NOAS_D;NP;NOAS;D
1549;17;E*;7;982126057845113;Gr7_5113_1;SIL_5;SIL_5;SIL_5;
1550;17;R;7;982126057845113;Gr7_5113_1;SIL_5;SIL_5;SIL_5;
