index;sitio;fecha;hora;playlist;tipo;tratamiento;hora_especifica;comportamiento;id;archivo_video;archivo_tabla_de_selección;observaciones
61;1;9/04/2024;22:20:00;47;T1;DIS;;AUSENCIA;;;;
61;1;9/04/2024;22:21:00;47;T2;SIL;;AUSENCIA;;;;
61;1;9/04/2024;22:22:00;47;T3; RES;;AUSENCIA;;;;
61;1;9/04/2024;22:23:00;47;T4; SIL;;AUSENCIA;;;;
61;1;9/04/2024;22:24:00;47;T5; RES;;AUSENCIA;;;;
61;1;9/04/2024;22:25:00;47;T6; SIL;;AUSENCIA;;;;
61;1;9/04/2024;22:26:00;47;T7; RUI;;AUSENCIA;;;;
61;1;9/04/2024;22:27:00;47;T8; SIL;;AUSENCIA;;;;
61;1;9/04/2024;22:28:00;47;T9; RUI;;AUSENCIA;;;;
61;1;9/04/2024;22:29:00;47;T10; SIL;;AUSENCIA;;;;
61;1;9/04/2024;22:30:00;47;T11; DIS;;AUSENCIA;;;;
62;1;9/04/2024;22:40:00;48;T1;RUI;;AUSENCIA;;;;
62;1;9/04/2024;22:41:00;48;T2; SIL;;AUSENCIA;;;;
62;1;9/04/2024;22:42:00;48;T3; RES;;AUSENCIA;;;;
62;1;9/04/2024;22:43:00;48;T4; SIL;;AUSENCIA;;;;
62;1;9/04/2024;22:44:00;48;T5; DIS;;AUSENCIA;;;;
62;1;9/04/2024;22:45:00;48;T6; SIL;;AUSENCIA;;;;
62;1;9/04/2024;22:46:00;48;T7;RES;;AUSENCIA;;;;
62;1;9/04/2024;22:47:00;48;T8; SIL;;AUSENCIA;;;;
62;1;9/04/2024;22:48:00;48;T9; RUI;;AUSENCIA;;;;
62;1;9/04/2024;22:49:00;48;T10;SIL;;AUSENCIA;;;;
62;1;9/04/2024;22:50:00;48;T11;DIS;;AUSENCIA;;;;
69;2;10/04/2024;22:00:00;49;T1;RES;;AUSENCIA;;;;
69;2;10/04/2024;22:01:00;49;T2; SIL;;AUSENCIA;;;;
69;2;10/04/2024;22:02:00;49;T3; RES;;AUSENCIA;;;;
69;2;10/04/2024;22:03:00;49;T4; SIL ;;AUSENCIA;;;;
69;2;10/04/2024;22:04:00;49;T5;RUI;;AUSENCIA;;;;
69;2;10/04/2024;22:05:00;49;T6; SIL;;AUSENCIA;;;;
69;2;10/04/2024;22:06:00;49;T7; DIS;;AUSENCIA;;;;
69;2;10/04/2024;22:07:00;49;T8; SIL;;AUSENCIA;;;;
69;2;10/04/2024;22:08:00;49;T9; RUI;;AUSENCIA;;;;
69;2;10/04/2024;22:09:00;49;T10; SIL;;AUSENCIA;;;;
69;2;10/04/2024;22:10:00;49;T11;  DIS;;AUSENCIA;;;;
70;2;10/04/2024;22:20:00;50;T1;DIS;;AUSENCIA;;;;
70;2;10/04/2024;22:21:00;50;T2;SIL;;AUSENCIA;;;;
70;2;10/04/2024;22:22:00;50;T3; RES;;AUSENCIA;;;;
70;2;10/04/2024;22:23:00;50;T4; SIL;;AUSENCIA;;;;
70;2;10/04/2024;22:24:00;50;T5;RUI ;;AUSENCIA;;;;
70;2;10/04/2024;22:25:00;50;T6; SIL;;AUSENCIA;;;;
70;2;10/04/2024;22:26:00;50;T7;RES ;;AUSENCIA;;;;
70;2;10/04/2024;22:27:00;50;T8; SIL;;AUSENCIA;;;;
70;2;10/04/2024;22:28:00;50;T9; RUI;;AUSENCIA;;;;
70;2;10/04/2024;22:29:00;50;T10; SIL;;AUSENCIA;;;;
70;2;10/04/2024;22:30:00;50;T11; DIS;;AUSENCIA;;;;
71;2;10/04/2024;22:40:00;51;T1;RES;;AUSENCIA;;;;
71;2;10/04/2024;22:41:00;51;T2; SIL;;AUSENCIA;;;;
71;2;10/04/2024;22:42:00;51;T3; RES;;AUSENCIA;;;;
71;2;10/04/2024;22:43:00;51;T4; SIL;;AUSENCIA;;;;
71;2;10/04/2024;22:44:00;51;T5; DIS;;AUSENCIA;;;;
71;2;10/04/2024;22:45:00;51;T6; SIL;;AUSENCIA;;;;
71;2;10/04/2024;22:46:00;51;T7;RUI;;AUSENCIA;;;;
71;2;10/04/2024;22:47:00;51;T8; SIL;;AUSENCIA;;;;
71;2;10/04/2024;22:48:00;51;T9; RUI;;AUSENCIA;;;;
71;2;10/04/2024;22:49:00;51;T10;SIL;;AUSENCIA;;;;
71;2;10/04/2024;22:50:00;51;T11;DIS;;AUSENCIA;;;;
80;3;11/04/2024;22:40:00;52;T1;RUI;;AUSENCIA;;;;
80;3;11/04/2024;22:41:00;52;T2; SIL;;AUSENCIA;;;;
80;3;11/04/2024;22:42:00;52;T3; RUI;;AUSENCIA;;;;
80;3;11/04/2024;22:43:00;52;T4; SIL;;AUSENCIA;;;;
80;3;11/04/2024;22:44:00;52;T5; DIS;;AUSENCIA;;;;
80;3;11/04/2024;22:45:00;52;T6; SIL;;AUSENCIA;;;;
80;3;11/04/2024;22:46:00;52;T7; RES;;AUSENCIA;;;;
80;3;11/04/2024;22:47:00;52;T8; SIL;;AUSENCIA;;;;
80;3;11/04/2024;22:48:00;52;T9;DIS;;AUSENCIA;;;;
80;3;11/04/2024;22:49:00;52;T10; SIL;;AUSENCIA;;;;
80;3;11/04/2024;22:50:00;52;T11; RES;;AUSENCIA;;;;
79;3;11/04/2024;22:20:00;53;T1;RES;;AUSENCIA;;;;
79;3;11/04/2024;22:21:00;53;T2; SIL;;AUSENCIA;;;;
79;3;11/04/2024;22:22:00;53;T3; RUI;;AUSENCIA;;;;
79;3;11/04/2024;22:23:00;53;T4; SIL;;AUSENCIA;;;;
79;3;11/04/2024;22:24:00;53;T5;RES ;;AUSENCIA;;;;
79;3;11/04/2024;22:25:00;53;T6; SIL;;AUSENCIA;;;;
79;3;11/04/2024;22:26:00;53;T7;DIS;;AUSENCIA;;;;
79;3;11/04/2024;22:27:00;53;T8; SIL;;AUSENCIA;;;;
79;3;11/04/2024;22:28:00;53;T9; RUI;;AUSENCIA;;;;
79;3;11/04/2024;22:29:00;53;T10;SIL;;AUSENCIA;;;;
79;3;11/04/2024;22:30:00;53;T11;DIS;;AUSENCIA;;;;
75;3;11/04/2024;21:00:00;54;T1;DIS;;AUSENCIA;;;;
75;3;11/04/2024;21:01:00;54;T2; SIL;;AUSENCIA;;;;
75;3;11/04/2024;21:02:00;54;T3;DIS;;AUSENCIA;;;;
75;3;11/04/2024;21:03:00;54;T4; SIL;;AUSENCIA;;;;
75;3;11/04/2024;21:04:00;54;T5; RUI;;AUSENCIA;;;;
75;3;11/04/2024;21:05:00;54;T6; SIL;;AUSENCIA;;;;
75;3;11/04/2024;21:06:00;54;T7; RES;;AUSENCIA;;;;
75;3;11/04/2024;21:07:00;54;T8; SIL;;AUSENCIA;;;;
75;3;11/04/2024;21:08:00;54;T9; RUI ;;AUSENCIA;;;;
75;3;11/04/2024;21:09:00;54;T10;  SIL;;AUSENCIA;;;;
75;3;11/04/2024;21:10:00;54;T11; RES;;AUSENCIA;;;;
